Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales
Furniture,New York City,United States,rAlPh arnett65!,Bush,12/25/2016,CA-2014-161480,10035,"Bush Andora Bookcase, Maple/Graphite Gray Finish",East,Consumer,12/28/2016,Standard Class,New York,Bookcases,20%,1,5,2,192
Office Supplies,Louisville,United States,JONi wassErman,Fellowes,,CA-2014-163510,40214,Fellowes Bankers Box Stor/Drawer Steel Plus,South,Consumer,,Second Class,Kentucky,Storage,0%,1,,3,
Furniture,Louisville,United States,jonI WAsSERMAN12,Global,12/25/2016,CA-2014-163510,40214,"Global Value Mid-Back Manager's Chair, Gray",South,Consumer,12/29/2016,Second Class,Kentucky,Chairs,0%,1,76,5,304
Technology,Fairfield,United States,,Maxell,12/25/2016,US-2014-147669,45014,Maxell 4.7GB DVD-R,East,Consumer,12/28/2016,Standard Class,Ohio,Accessories,20%,1,42,7,159
Office Supplies,Fairfield,United States,SUsAn ViTtoRINI27,Other,12/25/2016,US-2014-147669,45014,Satellite Sectional Post Binders,East,Consumer,12/28/2016,Standard Class,Ohio,Binders,70%,1,-10,1,13
Furniture,Fairfield,United States,susan VitTOrINI!,Hon,12/25/2016,US-2014-147669,45014,Hon Rectangular Conference Tables,East,Consumer,12/30/2016,Standard Class,Ohio,Tables,40%,1,-105,2,273
Office Supplies,Fairfield,United States,SUSAn vITtORiNi,Other,abc,US-2014-147669,45014,Staples,East,Consumer,xyz,Standard Class,Ohio,Fasteners,20%,1,-13,13,2.26E+12
Office Supplies,Huntsville,United States,MIck hErNANDez7,Other,12/25/2016,CA-2014-114055,35810,14-7/8 x 11 Blue Bar Computer Printout Paper,South,Home Office,12/30/2016,Second Class,Alabama,Paper,0%,1,46,2,96
Office Supplies,Huntsville,United States,MiCk HErnAndEz,Other,12/25/2016,CA-2014-114055,35810,Assorted Color Push Pins,South,Home Office,12/30/2016,Second Class,Alabama,Fasteners,0%,1,1,2,4
Office Supplies,Huntsville,United States,MIck hErnaNdez,Xerox,12/25/2016,CA-2014-114055,35810,Xerox 1915,South,Home Office,12/29/2016,Second Class,Alabama,Paper,0%,1,302,6,629
Technology,Huntsville,United States,MicK HErnandEz25,AT&T,,CA-2014-114055,35810,AT&T 17929 Lendline Telephone,South,Home Office,,Second Class,Alabama,Phones,0%,1,-24,2,0
Office Supplies,Los Angeles,United States,frEd hopkiNS,GBC,abc,CA-2014-121398,90008,GBC DocuBind P50 Personal Binding Machine,West,Corporate,xyz,Standard Class,California,Binders,20%,1,-52,3,2.26E+16
Office Supplies,Los Angeles,United States,FREd hoPkInS,Tennsco,12/25/2016,CA-2014-121398,90008,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,Corporate,12/29/2016,Standard Class,California,Storage,0%,1,3,2,271
Office Supplies,Everett,United States,gIulieTtA DOrTCh,Other,12/25/2016,CA-2014-162880,98208,Tuff Stuff Recycled Round Ring Binders,West,Corporate,12/29/2016,Standard Class,Washington,Binders,20%,1,1,1,4
Office Supplies,Dallas,United States,GuY ARMsTrOnG88,Wilson Jones,12/25/2016,CA-2014-134194,75081,Wilson Jones Legal Size Ring Binders,Central,Consumer,12/29/2016,Standard Class,Texas,Binders,80%,1,-59,9,40
Office Supplies,Dallas,United States,guY ArMsTROng!,Staple remover,12/25/2016,CA-2014-134194,75081,Staple remover,Central,Consumer,12/29/2016,Standard Class,Texas,Supplies,20%,1,5,7,45
Office Supplies,Dallas,United States,GuY aRMStRonG,Newell,12/25/2016,CA-2014-134194,75081,Newell 34,Central,Consumer,1/1/2017,Standard Class,Texas,Art,20%,1,2,2,32
Office Supplies,Dallas,United States,GUY ARmsTrOnG,Wilson Jones,12/25/2016,CA-2014-134194,75081,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Central,Consumer,1/1/2017,Standard Class,Texas,Binders,80%,1,-66,5,41
Office Supplies,Dallas,United States,GUY ARMsTrONg!,Wilson Jones,12/25/2016,CA-2014-134194,75081,"Wilson Jones 1"" Hanging DublLock Ring Binders",Central,Consumer,12/31/2023,Standard Class,Texas,Binders,80%,1,0,3,0
Furniture,Hialeah,United States,JeNnIFeR HallAday,Eldon,abc,CA-2014-105620,33012,"Eldon 400 Class Desk Accessories, Black Carbon",South,Consumer,xyz,First Class,Florida,Furnishings,20%,1,-6,3,0
Technology,Hialeah,United States,jeNNifer hALladAY,Lexmark,abc,CA-2014-105620,33012,Lexmark 20R1285 X6650 Wireless All-in-One Printer,South,Consumer,xyz,First Class,Florida,Machines,50%,1,,2,inf
Technology,East Orange,United States,patrIck O'DoNNELL,Memorex,12/25/2016,CA-2014-108756,7017,Memorex Micro Travel Drive 4 GB,East,Consumer,12/28/2016,Standard Class,New Jersey,Accessories,0%,1,14,3,32
Office Supplies,Burlington,United States,pATRICK O'brIlL47,Other,12/25/2016,US-2014-106705,52601,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Central,Consumer,12/28/2016,Standard Class,Iowa,Paper,0%,1,21,5,45
Office Supplies,Columbus,United States,TRacy CollINS,Acco,abc,CA-2014-112487,43229,Acco Economy Flexible Poly Round Ring Binder,East,Home Office,xyz,Standard Class,Ohio,Binders,70%,1,0,2,0
Office Supplies,Fremont,United States,YosepH CaRroll!,Tennsco,12/26/2016,CA-2014-121741,68025,Tennsco Single-Tier Lockers,Central,Corporate,1/1/2017,Same Day,Nebraska,Storage,0%,1,38,2,751
Office Supplies,Odessa,United States,kaReN bErN,Xerox,12/26/2016,CA-2014-136238,79762,Xerox 1959,Central,Corporate,12/30/2016,Standard Class,Texas,Paper,20%,1,6,3,16
Technology,Newark,United States,daN REICHEnbaCh80!,AT&T,12/26/2016,CA-2014-134404,43055,AT&T 1080 Corded phone,East,Corporate,12/26/2016,Same Day,Ohio,Phones,40%,1,-36,2,164
Office Supplies,Newark,United States,DAN rEiCheNbACh,BIC,12/27/2016,CA-2014-134404,43055,BIC Brite Liner Highlighters,East,Corporate,1/1/2017,Same Day,Ohio,Art,20%,1,4,4,13
Office Supplies,San Francisco,United States,KrISTEn haSTings,Other,12/27/2016,CA-2014-163979,94110,Adjustable Depth Letter/Legal Cart,West,Corporate,12/27/2016,Second Class,California,Storage,0%,1,210,4,726
Office Supplies,New York City,United States,jEnnIFeR fErgUsON98,Avery,12/28/2016,CA-2014-164826,10024,Avery 473,East,Consumer,12/27/2016,Standard Class,New York,Labels,0%,1,35,7,72
Office Supplies,New York City,United States,JENnIfer feRguSON85,Other,12/28/2016,CA-2014-164826,10024,OIC Bulk Pack Metal Binder Clips,East,Consumer,1/2/2017,Standard Class,New York,Fasteners,0%,1,6,4,14
Office Supplies,New York City,United States,,Storex,12/28/2016,CA-2014-164826,10024,Storex Dura Pro Binders,East,Consumer,12/31/2023,Standard Class,New York,Binders,20%,1,inf,7,
Technology,New York City,United States,JeNNIFeR FERGuSon,Other,,CA-2014-164826,10024,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,East,Consumer,,Standard Class,New York,Phones,0%,1,,3,
Office Supplies,Round Rock,United States,GrEG haNsen,Stanley,12/28/2016,CA-2014-136539,78664,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Central,Consumer,1/4/2017,Standard Class,Texas,Art,20%,1,3,2,27
Furniture,Round Rock,United States,GReg Hansen,Bush,12/28/2016,CA-2014-136539,78664,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Central,Consumer,1/4/2017,Standard Class,Texas,Bookcases,32%,1,-12,2,79
Furniture,Seattle,United States,harrY marIE!,3M,abc,CA-2014-129805,98103,3M Hangers With Command Adhesive,West,Corporate,xyz,Standard Class,Washington,Furnishings,0%,1,8.40E+93,2,
Office Supplies,Nashville,United States,EriCA hErNAnDEZ,Carina,12/28/2016,CA-2014-127516,37211,Carina Double Wide Media Storage Towers in Natural & Black,South,Home Office,1/1/2017,Standard Class,Tennessee,Storage,20%,1,-13,1,65
Office Supplies,Loveland,United States,paMelA CoAKLey!,Avery,12/28/2016,US-2014-162068,80538,Avery Reinforcements for Hole-Punch Pages,West,Corporate,1/2/2017,Second Class,Colorado,Binders,70%,1,-1,2,1
Furniture,Long Beach,United States,JASON gross40!,Novimex,12/28/2016,CA-2014-101322,90805,Novimex Turbo Task Chair,West,Corporate,1/3/2017,First Class,California,Chairs,20%,1,-34,6,341
Office Supplies,Peoria,United States,lORI olsON92,Other,12/28/2016,CA-2014-163860,61604,Computer Printout Index Tabs,Central,Corporate,12/31/2016,Standard Class,Illinois,Binders,80%,1,-3,5,2
Furniture,Peoria,United States,Lori OlSoN,G. E.,12/28/2016,CA-2014-163860,61604,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Central,Corporate,12/31/2016,Standard Class,Illinois,Furnishings,60%,1,-2,3,8
Furniture,Peoria,United States,LORi OLSon92,Other,12/28/2016,CA-2014-163860,61604,"Padded Folding Chairs, Black, 4/Carton",Central,Corporate,1/1/2017,Standard Class,Illinois,Chairs,30%,1,-3,2,113
Furniture,Peoria,United States,lOri OLSOn,3M,12/28/2016,CA-2014-163860,61604,3M Hangers With Command Adhesive,Central,Corporate,1/1/2017,Standard Class,Illinois,Furnishings,60%,1,-1,2,3
Office Supplies,Fargo,United States,ChRIsTopheR sCHIlD!,Staples in misc. colors,12/28/2016,CA-2014-135111,58103,Staples in misc. colors,Central,Home Office,1/1/2017,Standard Class,North Dakota,Art,0%,1,1,1,2
Office Supplies,Fargo,United States,,Wilson Jones,12/28/2016,CA-2014-135111,58103,Wilson Jones Impact Binders,Central,Home Office,1/1/2017,Standard Class,North Dakota,Binders,0%,1,13,5,26
Office Supplies,Albuquerque,United States,Susan VItTORiNi!,Eldon,12/28/2016,CA-2014-122798,87105,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,West,Consumer,1/2/2017,Standard Class,New Mexico,Storage,0%,1,34,5,118
Office Supplies,Albuquerque,United States,SUsaN vittorINi,Xerox,12/28/2016,CA-2014-122798,87105,Xerox 1953,West,Consumer,1/2/2017,Standard Class,New Mexico,Paper,0%,1,2,1,4
Furniture,Los Angeles,United States,James GalAnG!,Global,12/28/2016,CA-2014-118885,90049,"Global High-Back Leather Tilter, Burgundy",West,Consumer,1/1/2017,Standard Class,California,Chairs,20%,1,-44,4,394
Technology,Los Angeles,United States,JAMEs galANg!,Other,12/29/2016,CA-2014-118885,90049,Adtran 1202752G1,West,Consumer,1/1/2017,Standard Class,California,Phones,20%,1,23,3,302
Office Supplies,New York City,United States,MIChael cheN!,Other,12/29/2016,US-2014-102638,10035,Ideal Clamps,East,Consumer,1/2/2017,First Class,New York,Fasteners,0%,1,3,3,6
Office Supplies,Grand Rapids,United States,ken BrENNAn8,Xerox,12/29/2016,CA-2014-158673,49505,Xerox 1915,Central,Corporate,1/2/2017,Standard Class,Michigan,Paper,0%,1,101,2,210
Furniture,Anaheim,United States,,Nu-Dell,12/29/2016,CA-2014-146626,92804,Nu-Dell Executive Frame,West,Corporate,12/31/2016,Standard Class,California,Furnishings,0%,1,37,8,101
Office Supplies,Edmonds,United States,BRuCE StEWaRt98,Acco,12/29/2016,CA-2014-130631,98026,Acco Glide Clips,West,Consumer,1/4/2017,Standard Class,Washington,Fasteners,0%,1,10,5,20
Furniture,Edmonds,United States,brucE StewaRt,Other,12/29/2016,CA-2014-130631,98026,Hand-Finished Solid Wood Document Frame,West,Consumer,1/5/2017,Standard Class,Washington,Furnishings,0%,1,21,2,68
Furniture,Louisville,United States,KathERINE huGhes!,DMI,abc,US-2014-158526,40214,DMI Arturo Collection Mission-style Design Wood Chair,South,Consumer,xyz,Second Class,Kentucky,Chairs,0%,1,-314,8,2.26E+289
Office Supplies,Louisville,United States,KatHErINe HUghEs,GBC,12/29/2016,US-2014-158526,40214,GBC ProClick Spines for 32-Hole Punch,South,Consumer,1/2/2017,Second Class,Kentucky,Binders,0%,1,6,1,13
Office Supplies,Louisville,United States,KAtHERine HughES,Panasonic,abc,US-2014-158526,40214,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,South,Consumer,xyz,Second Class,Kentucky,Art,0%,1,inf,1,
Furniture,Louisville,United States,,Global,12/29/2016,US-2014-158526,40214,"Global Leather and Oak Executive Chair, Black",South,Consumer,1/1/2017,Second Class,Kentucky,Chairs,0%,1,87,1,301
Furniture,Louisville,United States,KatHERiNe HuGheS14,Other,12/29/2016,US-2014-158526,40214,Harbour Creations Steel Folding Chair,South,Consumer,1/1/2017,Second Class,Kentucky,Chairs,0%,1,78,3,259
Office Supplies,Columbus,United States,chUCK clarK!,Eureka,12/29/2016,CA-2014-126221,47201,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Central,Home Office,1/1/2017,Standard Class,Indiana,Appliances,0%,1,57,2,209
Furniture,New York City,United States,Patrick o'dONNEll82!,Other,12/30/2016,CA-2014-143259,10009,"Bush Westfield Collection Bookcases, Fully Assembled",East,Consumer,1/1/2017,Standard Class,New York,Bookcases,20%,1,12,4,323
Technology,New York City,United States,PatriCk O'DONnEll!,Other,12/30/2016,CA-2014-143259,10009,Gear Head AU3700S Headset,East,Consumer,1/5/2017,Standard Class,New York,Phones,0%,1,3,7,91
Office Supplies,New York City,United States,PatRicK O'donNElL,Wilson Jones,12/30/2016,CA-2014-143259,10009,Wilson Jones Legal Size Ring Binders,East,Consumer,1/3/2017,Standard Class,New York,Binders,20%,1,20,3,53
Office Supplies,Fairfield,United States,erIcA bERN96,Cardinal,12/30/2016,CA-2014-115427,94533,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",West,Corporate,1/3/2017,Standard Class,California,Binders,20%,1,5,2,14
Office Supplies,Fairfield,United States,EricA BErn!,GBC,12/30/2016,CA-2014-115427,94533,GBC Binding covers,West,Corporate,1/3/2017,Standard Class,California,Binders,20%,1,6,2,21
Office Supplies,Loveland,United States,,Other,12/30/2016,CA-2014-156720,80538,Bagged Rubber Bands,West,Consumer,1/3/2017,Standard Class,Colorado,Fasteners,20%,1,0,3,3
,,,NAN!,,12/30/2016,,,,,,1/3/2017,,,,,,,,
,,,NAN!,,abc,,,,,,xyz,,,,,,,,2.26E+236
Office Supplies,Charlotte,United States,BaRbara fISher85,Honeywell,8/1/2013,CA-2011-117345,28205,Honeywell Quietcare HEPA Air Cleaner,South,Corporate,8/5/2013,Standard Class,North Carolina,Appliances,20%,1,10,1,63
Technology,Los Angeles,United States,mARina liCHtENsTeIN,Other,5/26/2013,CA-2011-156349,90008,netTALK DUO VoIP Telephone Service,West,Corporate,5/30/2013,Standard Class,California,Phones,20%,1,31,2,84
Office Supplies,Philadelphia,United States,carlOs SolTERO,Fellowes,11/18/2013,US-2011-159926,19140,Fellowes PB200 Plastic Comb Binding Machine,East,Consumer,12/31/2023,Standard Class,Pennsylvania,Binders,70%,1,8.40E+22,1,0
Office Supplies,Houston,United States,davE halLSTen,Holmes,6/25/2015,CA-2013-166240,77095,Holmes HEPA Air Purifier,Central,Corporate,6/30/2015,Standard Class,Texas,Appliances,80%,1,-20,2,9
Furniture,Chicago,United States,hElEn WASsERMan,Bush,9/4/2016,CA-2014-140326,60653,"Bush Birmingham Collection Bookcase, Dark Cherry",Central,Corporate,9/5/2016,First Class,Illinois,Bookcases,30%,1,-118,9,825
Technology,Temecula,United States,Rob dowd,Memorex,12/13/2014,CA-2012-157770,92592,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,West,Consumer,12/15/2014,First Class,California,Accessories,0%,1,15,1,36
Office Supplies,Philadelphia,United States,,Wirebound,6/21/2015,CA-2013-140081,19120,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",East,Home Office,6/26/2015,Standard Class,Pennsylvania,Paper,20%,1,15,8,45
Office Supplies,New York City,United States,hELEN abelmAn,GBC,,CA-2011-146640,10024,GBC Recycled Regency Composition Covers,East,Consumer,,Standard Class,New York,Binders,20%,1,0,7,2.26E+252
Office Supplies,Anaheim,United States,Alan hWANG15,Other,3/8/2016,CA-2014-104080,92804,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",West,Consumer,3/11/2016,Standard Class,California,Binders,20%,1,64,5,171
Technology,Houston,United States,fraNk hAWleY42,Hewlett-Packard,7/3/2016,CA-2014-121503,77041,Hewlett-Packard Deskjet 5550 Printer,Central,Corporate,7/7/2016,Second Class,Texas,Machines,40%,1,50,3,597
Furniture,Louisville,United States,pIERRe weNEr31,Bevis,11/17/2013,CA-2011-164210,80027,Bevis Rectangular Conference Tables,West,Consumer,11/22/2013,Second Class,Colorado,Tables,50%,1,-99,2,146
Office Supplies,Pueblo,United States,sTEwART visinSkY62!,Wilson Jones,abc,US-2011-160780,81001,"Wilson Jones 1"" Hanging DublLock Ring Binders",West,Consumer,xyz,Same Day,Colorado,Binders,70%,1,inf,7,
Office Supplies,Seattle,United States,raCHEl PAyNE,Avery,8/22/2015,CA-2013-167983,98115,Avery Durable Slant Ring Binders With Label Holder,West,Corporate,8/29/2015,Second Class,Washington,Binders,20%,1,12,10,33
Office Supplies,Columbus,United States,ruSseLL ApPLegATE,Other,11/13/2014,CA-2012-149909,47201,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Central,Consumer,11/19/2014,Standard Class,Indiana,Paper,0%,1,29,7,64
Office Supplies,Jackson,United States,giUlIettA weImeR,Tenex,10/22/2015,CA-2013-169334,38301,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",South,Consumer,10/27/2015,Second Class,Tennessee,Storage,20%,1,7,9,112
Furniture,Tampa,United States,chRIsTopHeR sChIld79!,Bretford,4/7/2016,US-2014-100930,33614,Bretford Rectangular Conference Table Tops,South,Home Office,4/10/2016,Standard Class,Florida,Tables,45%,1,-248,3,621
Office Supplies,Fayetteville,United States,sAnjIT CHand!,GBC,9/2/2013,CA-2011-152268,72701,GBC DocuBind TL300 Electric Binding System,South,Consumer,9/7/2013,Standard Class,Arkansas,Binders,0%,1,843,2,1794
Office Supplies,San Francisco,United States,HIlAry hOLdeN!,Ampad,10/19/2016,CA-2014-131492,94110,Ampad #10 Peel & Seel Holiday Envelopes,West,Corporate,10/26/2016,Second Class,California,Envelopes,0%,1,4,2,9
Technology,New York City,United States,ToM boeCkeNHaueR,Hewlett-Packard,,CA-2011-145541,10024,"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",East,Consumer,,Standard Class,New York,Machines,0%,1,-2240,4,0
Technology,Los Angeles,United States,ShahID SHaRIAri68,Logitech,11/15/2013,CA-2011-127558,90008,Logitech P710e Mobile Speakerphone,West,Consumer,11/22/2013,First Class,California,Accessories,0%,1,147,3,772
Office Supplies,Philadelphia,United States,,Acme,7/25/2016,CA-2014-121293,19143,Acme Galleria Hot Forged Steel Scissors with Colored Handles,East,Consumer,7/29/2016,Second Class,Pennsylvania,Supplies,20%,1,4,3,38
Office Supplies,Columbus,United States,sETH VErNOn,Eldon,9/19/2015,CA-2013-157511,43229,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",East,Consumer,9/21/2015,First Class,Ohio,Art,20%,1,0,1,3
Office Supplies,Mesa,United States,denNY oRdway71,Other,6/2/2016,CA-2014-140760,85204,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",West,Consumer,6/6/2016,Second Class,Arizona,Envelopes,20%,1,16,5,44
Furniture,Fremont,United States,rIcK beNsleY99,Staple-based wall hangings,12/21/2016,CA-2014-137456,68025,Staple-based wall hangings,Central,Home Office,12/27/2016,Same Day,Nebraska,Furnishings,0%,1,7,2,16
Office Supplies,Philadelphia,United States,TRAcY BLumStEIN,Poly,9/17/2014,US-2012-150630,19140,Poly String Tie Envelopes,East,Consumer,9/21/2014,Standard Class,Pennsylvania,Envelopes,20%,1,1,2,3
Office Supplies,Phoenix,United States,canDacE McMahOn,Xerox,5/28/2016,CA-2014-145765,85023,Xerox 230,West,Corporate,6/2/2016,Standard Class,Arizona,Paper,20%,1,5,3,16
Office Supplies,Grand Prairie,United States,WILlIAM BRoWn17,Belkin,12/20/2013,CA-2011-120852,75051,Belkin Premiere Surge Master II 8-outlet surge protector,Central,Consumer,12/22/2013,Standard Class,Texas,Appliances,80%,1,-50,2,19
Technology,Chicago,United States,chriSTINA VanDERZANDEn,Logitech,9/2/2013,CA-2011-151792,60653,Logitech Wireless Performance Mouse MX for PC and Mac,Central,Consumer,9/3/2013,Second Class,Illinois,Accessories,20%,1,54,3,240
Furniture,Columbia,United States,bRenda bOWmaN,Hon,8/12/2016,US-2014-118941,21044,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,East,Corporate,8/15/2016,Same Day,Maryland,Chairs,0%,1,374,5,1780
Office Supplies,Detroit,United States,freD mcmath,Belkin,,CA-2012-124499,48227,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Central,Consumer,,Standard Class,Michigan,Appliances,10%,1,,5,0
Office Supplies,Chicago,United States,mUhaMMed YEDwAB,Other,9/3/2016,CA-2014-167626,60623,"""While you Were Out"" Message Book, One Form per Page",Central,Corporate,9/7/2016,Standard Class,Illinois,Paper,20%,1,3,3,9
Furniture,Anaheim,United States,WILLiAm BRoWn,Hon,12/12/2015,CA-2013-165330,92804,Hon Non-Folding Utility Tables,West,Consumer,12/12/2015,Same Day,California,Tables,20%,1,112,7,892
Office Supplies,San Francisco,United States,,Staples in misc. colors,abc,CA-2014-144589,94122,Staples in misc. colors,West,Consumer,xyz,Standard Class,California,Art,0%,1,0,5,0
Furniture,Los Angeles,United States,jAnET lee,Hon,9/2/2016,US-2014-163657,90049,Hon 2111 Invitation Series Straight Table,West,Consumer,9/6/2016,Standard Class,California,Tables,20%,1,-3,2,237
Furniture,San Diego,United States,RUbEN DArtt,Eldon,11/10/2013,CA-2011-158372,92037,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",West,Consumer,11/16/2013,Standard Class,California,Furnishings,0%,1,15,5,53
Technology,Richmond,United States,TOnja TuRnELl7,Samsung,,CA-2014-141439,47374,Samsung Galaxy S4 Mini,Central,Home Office,,Standard Class,Indiana,Phones,0%,1,0,4,0
Technology,Columbus,United States,DorotHy WardlE74,Anker,1/31/2016,US-2014-164147,43229,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,East,Corporate,12/31/2023,First Class,Ohio,Phones,40%,1,,5,0
Furniture,San Jose,United States,keITh daWkiNs!,Sauder,,CA-2013-123337,95123,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",West,Corporate,,Standard Class,California,Bookcases,15%,1,0,2,0
Furniture,New York City,United States,EdwarD naZZaL,Sauder,6/5/2015,CA-2013-165848,10035,Sauder Inglewood Library Bookcases,East,Consumer,6/5/2015,Same Day,New York,Bookcases,20%,1,5,1,137
Furniture,Fort Worth,United States,DORoTHY bAdderS,Sauder,5/6/2016,US-2014-133200,76106,"Sauder Mission Library with Doors, Fruitwood Finish",Central,Corporate,5/9/2016,Standard Class,Texas,Bookcases,32%,1,-119,7,623
Technology,Newark,United States,HeAthER KiRklaND,ClearOne,10/25/2014,CA-2012-109862,19711,ClearOne Communications CHAT 70 OC Speaker Phone,East,Corporate,10/30/2014,Standard Class,Delaware,Phones,0%,1,41,1,159
Furniture,San Francisco,United States,eIlEen kiEfeR,Bush,3/18/2013,CA-2011-111871,94110,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Home Office,3/23/2013,Second Class,California,Bookcases,15%,1,70,10,1198
Furniture,Philadelphia,United States,,Other,7/11/2014,CA-2012-142237,19134,"Master Big Foot Doorstop, Beige",East,Consumer,7/13/2014,First Class,Pennsylvania,Furnishings,20%,1,3,6,25
Office Supplies,San Francisco,United States,dOUG BICkFORD,Adams,9/21/2016,CA-2014-133074,94109,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",West,Consumer,9/27/2016,Standard Class,California,Paper,0%,1,28,7,56
Furniture,Philadelphia,United States,tRACY bLUMsTEIn,Riverside,abc,US-2012-150630,19140,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",East,Consumer,xyz,Standard Class,Pennsylvania,Bookcases,50%,1,,7,2.26E+267
Office Supplies,New York City,United States,BEN wallace,Rogers,10/28/2015,CA-2013-116596,10011,Rogers Profile Extra Capacity Storage Tub,East,Consumer,11/1/2015,Standard Class,New York,Storage,0%,1,1,2,33
Office Supplies,Huntington Beach,United States,cARolInE JUMpER71,Bulldog,6/24/2016,CA-2014-122105,92646,Bulldog Vacuum Base Pencil Sharpener,West,Consumer,6/26/2016,Standard Class,California,Art,0%,1,26,8,96
Office Supplies,New York City,United States,BaRt WaTteRS,Other,10/14/2015,CA-2013-101161,10024,Computer Printout Paper with Letter-Trim Perforations,East,Corporate,12/31/2023,Standard Class,New York,Paper,0%,1,,2,inf
Furniture,Columbus,United States,joe KambErOVA87,Master Caster,12/1/2013,CA-2011-150798,43229,"Master Caster Door Stop, Brown",East,Consumer,12/7/2013,Second Class,Ohio,Furnishings,20%,1,1,2,8
Office Supplies,Westland,United States,XYlONa pREiS,Holmes,1/20/2013,CA-2011-167927,48185,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Central,Consumer,1/26/2013,Standard Class,Michigan,Appliances,10%,1,94,4,248
Office Supplies,Houston,United States,ThOMAs tHORnTOn!,Newell,abc,CA-2012-124541,77041,Newell 312,Central,Consumer,xyz,Standard Class,Texas,Art,20%,1,0,9,0
Technology,Pasadena,United States,lIndA caZamiaS65!,Logitech,8/27/2015,CA-2013-152289,77506,Logitech G700s Rechargeable Gaming Mouse,Central,Corporate,8/28/2015,First Class,Texas,Accessories,20%,1,44,2,160
Technology,Houston,United States,ivAn lIsTon,Griffin,7/24/2015,CA-2013-111318,77041,Griffin GC17055 Auxiliary Audio Cable,Central,Consumer,7/29/2015,First Class,Texas,Phones,20%,1,12,8,115
Furniture,Los Angeles,United States,MarIBETH SChNELlINg45!,DMI,11/27/2015,CA-2013-107104,90045,DMI Eclipse Executive Suite Bookcases,West,Consumer,12/31/2023,Standard Class,California,Bookcases,15%,1,-160,8,
Office Supplies,Eau Claire,United States,richarD eIchHoRN12!,Xerox,12/27/2014,CA-2012-151589,54703,Xerox 1917,Central,Consumer,1/1/2015,First Class,Wisconsin,Paper,0%,1,92,4,196
Office Supplies,Seattle,United States,katRiNa BAVInGER57,Newell,11/20/2014,CA-2012-112305,98105,Newell 334,West,Home Office,11/24/2014,Standard Class,Washington,Art,0%,1,31,6,119
Office Supplies,Provo,United States,ALan SCHoENBergER63,Avery,9/17/2016,CA-2014-112515,84604,Avery 514,West,Corporate,9/21/2016,Second Class,Utah,Labels,0%,1,7,5,14
Office Supplies,El Paso,United States,ShAHId cOLLIsteR!,Other,3/1/2013,CA-2011-131009,79907,Plymouth Boxed Rubber Bands by Plymouth,Central,Consumer,3/5/2013,Standard Class,Texas,Fasteners,20%,1,-4,5,19
Technology,Pomona,United States,ZuScHUsS cARrOLL8,Plantronics,4/12/2014,CA-2012-133452,91767,Plantronics Audio 478 Stereo USB Headset,West,Consumer,4/14/2014,Standard Class,California,Accessories,0%,1,70,4,200
Furniture,Seattle,United States,dAVe PoIrIeR93,Global,9/24/2015,CA-2013-159009,98115,Global Deluxe Steno Chair,West,Corporate,9/27/2015,Standard Class,Washington,Chairs,20%,1,-21,3,185
Office Supplies,New York City,United States,JuStIn deggElLER,Hoover,11/19/2016,CA-2014-168858,10011,Hoover Shoulder Vac Commercial Portable Vacuum,East,Corporate,11/24/2016,Standard Class,New York,Appliances,0%,1,626,7,2505
