Category,City,Country,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Number of Records,Profit,Quantity,Sales,Profit Margin
Office Supplies,Chandler,United States,Larry Hughes,Newell,2016-04-25,CA-2014-129707,85224.0,Newell 318,West,Consumer,2016-04-26,Standard Class,Arizona,Art,0.2,1.0,1.0,4.0,9.0,0.11
Office Supplies,Los Angeles,United States,Lauren Leatherbury,Other,2016-04-25,CA-2014-120222,90032.0,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",West,Consumer,2016-04-26,Standard Class,California,Paper,0.0,1.0,9.0,3.0,19.0,0.47
Furniture,Los Angeles,United States,Rob Lucas,Bush,2016-04-25,CA-2014-159226,90008.0,"Bush Westfield Collection Bookcases, Medium Cherry Finish",West,Consumer,2016-05-02,Second Class,California,Bookcases,0.15,1.0,28.0,7.0,345.0,0.08
Furniture,Fort Worth,United States,Larry Blacks,DAX,2016-04-25,CA-2014-160045,76106.0,"DAX Value U-Channel Document Frames, Easel Back",Central,Consumer,2016-04-27,First Class,Texas,Furnishings,0.6,1.0,-1.0,1.0,2.0,-0.5
Office Supplies,Seattle,United States,Philisse Overcash,Avery,2016-04-26,CA-2014-143665,98115.0,Avery 478,West,Home Office,2016-04-27,Standard Class,Washington,Labels,0.0,1.0,19.0,8.0,39.0,0.49
Office Supplies,Fort Worth,United States,Cynthia Voltz,Avery,2016-04-26,CA-2014-135692,76106.0,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Central,Corporate,2016-05-01,Standard Class,Texas,Labels,0.2,1.0,12.0,4.0,33.0,0.36
Furniture,Fort Worth,United States,Cynthia Voltz,Sauder,2016-04-27,CA-2014-135692,76106.0,Sauder Barrister Bookcases,Central,Corporate,2016-05-01,Standard Class,Texas,Bookcases,0.32,1.0,-42.0,4.0,220.0,-0.19
Office Supplies,Los Angeles,United States,Arthur Prichep,Boston,2016-04-27,CA-2014-168228,90045.0,"Boston School Pro Electric Pencil Sharpener, 1670",West,Consumer,2016-05-01,First Class,California,Art,0.0,1.0,33.0,4.0,124.0,0.27
Office Supplies,Los Angeles,United States,Arthur Prichep,Newell,2016-04-27,CA-2014-168228,90045.0,Newell Chalk Holder,West,Consumer,2016-05-01,First Class,California,Art,0.0,1.0,6.0,3.0,12.0,0.5
Office Supplies,Los Angeles,United States,Arthur Prichep,Boston,2016-04-27,CA-2014-168228,90045.0,Boston Home & Office Model 2000 Electric Pencil Sharpeners,West,Consumer,2016-04-29,First Class,California,Art,0.0,1.0,12.0,2.0,47.0,0.26
Furniture,Seattle,United States,Henry Macallister,Luxo,2016-04-27,CA-2014-151281,98105.0,Luxo Economy Swing Arm Lamp,West,Consumer,2016-04-29,Standard Class,Washington,Furnishings,0.0,1.0,39.0,7.0,140.0,0.28
Office Supplies,Philadelphia,United States,Matt Connell,Sterilite,2016-04-27,CA-2014-160962,19143.0,Sterilite Officeware Hinged File Box,East,Corporate,2016-04-29,Standard Class,Pennsylvania,Storage,0.2,1.0,1.0,1.0,8.0,0.12
Office Supplies,Philadelphia,United States,Matt Connell,Newell,2016-04-28,CA-2014-160962,19143.0,Newell 341,East,Corporate,2016-05-02,Standard Class,Pennsylvania,Art,0.2,1.0,1.0,2.0,7.0,0.14
Office Supplies,Wilmington,United States,Jack Lebron,Harmony,2016-04-28,CA-2014-120894,28403.0,Harmony HEPA Quiet Air Purifiers,South,Consumer,2016-05-02,Standard Class,North Carolina,Appliances,0.2,1.0,5.0,3.0,28.0,0.18
Furniture,Dublin,United States,Filia Mcadams,SAFCO,2016-04-28,US-2014-164056,43017.0,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",East,Corporate,2016-05-02,Second Class,Ohio,Tables,0.4,1.0,-70.0,5.0,1048.0,-0.07
Office Supplies,Orange,United States,Kean Thornton,Other,2016-04-29,CA-2014-126718,7050.0,Color-Coded Legal Exhibit Labels,East,Consumer,2016-05-02,Standard Class,New Jersey,Labels,0.0,1.0,2.0,1.0,5.0,0.4
Office Supplies,New York City,United States,Dionis Lloyd,Other,2016-04-29,CA-2014-151911,10024.0,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",East,Corporate,2016-05-04,Second Class,New York,Envelopes,0.0,1.0,28.0,4.0,63.0,0.44
Technology,Philadelphia,United States,Quincy Jones,Polycom,2016-04-30,CA-2014-144526,19143.0,Polycom SoundPoint IP 450 VoIP phone,East,Corporate,2016-05-04,Standard Class,Pennsylvania,Phones,0.4,1.0,-158.0,5.0,678.0,-0.23
Office Supplies,Philadelphia,United States,Quincy Jones,GBC,2016-04-30,CA-2014-144526,19143.0,GBC VeloBind Cover Sets,East,Corporate,2016-05-05,Standard Class,Pennsylvania,Binders,0.7,1.0,-9.0,3.0,14.0,-0.64
Office Supplies,Boynton Beach,United States,Ann Steele,Staples in misc. colors,2016-04-30,CA-2014-124597,33437.0,Staples in misc. colors,South,Home Office,2016-05-06,Standard Class,Florida,Art,0.2,1.0,5.0,3.0,16.0,0.31
Office Supplies,Boynton Beach,United States,Ann Steele,Avery,2016-04-30,CA-2014-124597,33437.0,Avery 499,South,Home Office,2016-05-05,Standard Class,Florida,Labels,0.2,1.0,4.0,3.0,12.0,0.33
Furniture,Pompano Beach,United States,Saphhira Shifley,3M,2016-04-30,CA-2014-108322,33068.0,3M Hangers With Command Adhesive,South,Corporate,2016-05-05,Standard Class,Florida,Furnishings,0.2,1.0,6.0,8.0,24.0,0.25
Technology,Pompano Beach,United States,Saphhira Shifley,Maxell,2016-04-30,CA-2014-108322,33068.0,Maxell 4.7GB DVD+R 5/Pack,South,Corporate,2016-05-05,Standard Class,Florida,Accessories,0.2,1.0,1.0,3.0,2.0,0.5
Office Supplies,San Francisco,United States,Alan Dominguez,Xerox,2016-04-30,US-2014-136784,94122.0,Xerox 1919,West,Home Office,2016-05-02,Standard Class,California,Paper,0.0,1.0,80.0,4.0,164.0,0.49
Furniture,San Francisco,United States,Don Jones,Seth Thomas,2016-04-30,CA-2014-137876,94110.0,"Seth Thomas 16"" Steel Case Clock",West,Corporate,2016-05-05,Standard Class,California,Furnishings,0.0,1.0,21.0,2.0,65.0,0.32
Office Supplies,San Francisco,United States,Don Jones,Other,2016-04-30,CA-2014-137876,94110.0,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",West,Corporate,2016-05-05,Standard Class,California,Envelopes,0.0,1.0,15.0,4.0,31.0,0.48
Office Supplies,Los Angeles,United States,Unknown Customer,Fellowes,2016-04-30,CA-2014-150609,90032.0,Fellowes Black Plastic Comb Bindings,West,Home Office,2016-05-05,Standard Class,California,Binders,0.2,1.0,8.0,5.0,23.0,0.35
Furniture,Sanford,United States,Mick Hernandez,Tenex,2016-04-30,US-2014-108315,32771.0,Tenex B1-RE Series Chair Mats for Low Pile Carpets,South,Home Office,2016-05-04,Standard Class,Florida,Furnishings,0.2,1.0,-8.0,6.0,221.0,-0.04
Technology,Texarkana,United States,Sanjit Jacobs,Maxell,2016-04-30,CA-2014-110212,71854.0,"Maxell 74 Minute CDR, 10/Pack",South,Home Office,2016-05-04,Standard Class,Arkansas,Accessories,0.0,1.0,18.0,5.0,49.0,0.37
Office Supplies,Jacksonville,United States,Caroline Jumper,Other,2016-05-01,CA-2014-102204,32216.0,Kleencut Forged Office Shears by Acme United Corporation,South,Consumer,2016-05-04,Standard Class,Florida,Supplies,0.2,1.0,0.0,2.0,3.0,0.0
Furniture,Jacksonville,United States,Caroline Jumper,Bush,2016-05-01,CA-2014-102204,32216.0,Bush Advantage Collection Racetrack Conference Table,South,Consumer,2016-05-05,Standard Class,Florida,Tables,0.45,1.0,-458.0,4.0,933.0,-0.49
Furniture,Jacksonville,United States,Caroline Jumper,Hon,2016-05-01,CA-2014-102204,32216.0,HON 5400 Series Task Chairs for Big and Tall,South,Consumer,2016-05-06,Standard Class,Florida,Chairs,0.2,1.0,0.0,5.0,2804.0,0.0
Office Supplies,Coral Springs,United States,Arthur Gainer,Avery,2016-05-01,CA-2014-110198,33065.0,Avery 492,South,Consumer,2016-05-06,First Class,Florida,Labels,0.2,1.0,1.0,2.0,5.0,0.2
Furniture,Westfield,United States,Dorothy Wardle,Eldon,2016-05-01,CA-2014-123134,7090.0,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,East,Corporate,2016-05-02,Standard Class,New Jersey,Furnishings,0.0,1.0,13.0,3.0,130.0,0.1
Technology,Los Angeles,United States,Elizabeth Moffitt,Logitech,2016-05-02,US-2014-128398,90049.0,Logitech MX Performance Wireless Mouse,West,Corporate,2016-05-02,Second Class,California,Accessories,0.0,1.0,59.0,4.0,160.0,0.37
Office Supplies,Los Angeles,United States,Dorothy Dickinson,Newell,2016-05-02,CA-2014-147844,90049.0,Newell 34,West,Consumer,2016-05-05,Standard Class,California,Art,0.0,1.0,15.0,3.0,60.0,0.25
Office Supplies,Los Angeles,United States,Dorothy Dickinson,Adams,2016-05-02,CA-2014-147844,90049.0,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",West,Consumer,2016-05-06,Standard Class,California,Paper,0.0,1.0,16.0,5.0,34.0,0.47
Office Supplies,Los Angeles,United States,Darren Budd,Other,2016-05-02,CA-2014-132178,90004.0,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",West,Corporate,2016-05-06,Second Class,California,Storage,0.0,1.0,19.0,2.0,70.0,0.27
Office Supplies,Los Angeles,United States,Darren Budd,Fellowes,2016-05-03,CA-2014-132178,90004.0,Fellowes Stor/Drawer Steel Plus Storage Drawers,West,Corporate,2016-05-06,Second Class,California,Storage,0.0,1.0,46.0,8.0,763.0,0.06
Office Supplies,San Francisco,United States,Mike Kennedy,Xerox,2016-05-03,CA-2014-163209,94122.0,Xerox 2,West,Consumer,2016-05-08,Standard Class,California,Paper,0.0,1.0,12.0,4.0,26.0,0.46
Office Supplies,San Francisco,United States,Mike Kennedy,Newell,2016-05-03,CA-2014-163209,94122.0,Newell 350,West,Consumer,2016-05-08,Standard Class,California,Art,0.0,1.0,7.0,7.0,23.0,0.3
Furniture,Philadelphia,United States,Unknown Customer,Other,2016-05-03,CA-2014-132199,19134.0,"Career Cubicle Clock, 8 1/4"", Black",East,Corporate,2016-05-07,Standard Class,Pennsylvania,Furnishings,0.2,1.0,7.0,2.0,32.0,0.22
Office Supplies,Philadelphia,United States,Bill Overfelt,Wilson Jones,2016-05-03,CA-2014-132199,19134.0,Wilson Jones Legal Size Ring Binders,East,Corporate,2016-05-07,Standard Class,Pennsylvania,Binders,0.7,1.0,-18.0,4.0,26.0,-0.69
Furniture,Philadelphia,United States,Bill Overfelt,Bevis,2016-05-03,CA-2014-132199,19134.0,Bevis 36 x 72 Conference Tables,East,Corporate,2016-05-08,Standard Class,Pennsylvania,Tables,0.4,1.0,-112.0,5.0,373.0,-0.3
Office Supplies,Philadelphia,United States,Bill Overfelt,Wilson Jones,2016-05-03,CA-2014-132199,19134.0,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",East,Corporate,2016-05-08,Standard Class,Pennsylvania,Binders,0.7,1.0,-45.0,5.0,64.0,-0.7
Office Supplies,Philadelphia,United States,Bill Overfelt,Advantus,2016-05-03,CA-2014-132199,19134.0,Advantus Plastic Paper Clips,East,Corporate,2016-05-08,Standard Class,Pennsylvania,Fasteners,0.2,1.0,3.0,2.0,8.0,0.38
Technology,San Francisco,United States,Lindsay Williams,Motorola,2016-05-03,CA-2014-162978,94109.0,Motorola L804,West,Corporate,2016-05-08,Standard Class,California,Phones,0.2,1.0,21.0,5.0,184.0,0.11
Office Supplies,San Francisco,United States,Lindsay Williams,Things To Do,2016-05-04,CA-2014-162978,94109.0,Things To Do Today Pad,West,Corporate,2016-05-08,Standard Class,California,Paper,0.0,1.0,8.0,3.0,18.0,0.44
Office Supplies,Newport News,United States,Mike Kennedy,Other,2016-05-04,CA-2014-128755,23602.0,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",South,Consumer,2016-05-09,Standard Class,Virginia,Paper,0.0,1.0,4.0,1.0,9.0,0.44
Office Supplies,Newport News,United States,Unknown Customer,Other,2016-05-04,CA-2014-128755,23602.0,Letter Size Cart,South,Consumer,2016-05-09,Standard Class,Virginia,Storage,0.0,1.0,166.0,4.0,571.0,0.29
Office Supplies,Newport News,United States,Mike Kennedy,Tenex,2016-05-04,CA-2014-128755,23602.0,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",South,Consumer,2016-05-08,Standard Class,Virginia,Storage,0.0,1.0,5.0,1.0,17.0,0.29
Office Supplies,Springfield,United States,Shahid Hopkins,DXL,2016-05-04,CA-2014-168900,45503.0,DXL Angle-View Binders with Locking Rings by Samsill,East,Consumer,2016-05-08,Standard Class,Ohio,Binders,0.7,1.0,-2.0,1.0,2.0,-1.0
Office Supplies,Philadelphia,United States,Muhammed Yedwab,Avery,2016-05-04,CA-2014-133067,19140.0,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",East,Corporate,2016-05-08,Standard Class,Pennsylvania,Binders,0.7,1.0,-2.0,2.0,2.0,-1.0
Office Supplies,Philadelphia,United States,Muhammed Yedwab,Avery,2016-05-04,CA-2014-133067,19140.0,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",East,Corporate,2016-05-09,Standard Class,Pennsylvania,Binders,0.7,1.0,-8.0,3.0,9.0,-0.89
Office Supplies,Westminster,United States,Chris Cortes,Acco,2016-05-04,CA-2014-119914,92683.0,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",West,Consumer,2016-05-10,Second Class,California,Appliances,0.0,1.0,73.0,2.0,243.0,0.3
Office Supplies,Louisville,United States,Lisa Hazard,Other,2016-05-05,CA-2014-105991,80027.0,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",West,Consumer,2016-05-09,First Class,Colorado,Envelopes,0.2,1.0,7.0,9.0,21.0,0.33
Furniture,Louisville,United States,Lisa Hazard,Bestar,2016-05-05,CA-2014-105991,80027.0,Bestar Classic Bookcase,West,Consumer,2016-05-06,First Class,Colorado,Bookcases,0.7,1.0,-153.0,3.0,90.0,-1.7
Office Supplies,Columbus,United States,Unknown Customer,Ibico,2016-05-05,CA-2014-160724,31907.0,Ibico Covers for Plastic or Wire Binding Elements,South,Corporate,2016-05-06,Standard Class,Georgia,Binders,0.0,1.0,16.0,3.0,35.0,0.46
Office Supplies,New York City,United States,Arianne Irving,Xerox,2016-05-05,CA-2014-107552,10035.0,Xerox 1923,East,Consumer,2016-05-06,Same Day,New York,Paper,0.0,1.0,3.0,1.0,7.0,0.43
Office Supplies,Chicago,United States,Max Ludwig,Other,2016-05-05,CA-2014-140242,60623.0,Blackstonian Pencils,Central,Home Office,2016-05-10,Standard Class,Illinois,Art,0.2,1.0,1.0,3.0,6.0,0.17
Technology,Chicago,United States,Max Ludwig,Imation,2016-05-06,CA-2014-140242,60623.0,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Central,Home Office,2016-05-05,Standard Class,Illinois,Accessories,0.2,1.0,77.0,7.0,409.0,0.19
Office Supplies,New York City,United States,Toby Carlisle,Avery,2016-05-06,CA-2014-167668,10035.0,Avery 505,East,Consumer,2016-05-11,First Class,New York,Labels,0.0,1.0,30.0,4.0,59.0,0.51
Office Supplies,Arlington,United States,Gary Zandusky,Dixon,2016-05-06,CA-2014-156769,22204.0,Dixon Ticonderoga Core-Lock Colored Pencils,South,Consumer,2016-05-11,First Class,Virginia,Art,0.0,1.0,18.0,6.0,55.0,0.33
Office Supplies,Fort Worth,United States,Unknown Customer,Avery,2016-05-06,US-2014-133200,76106.0,Avery Durable Poly Binders,Central,Corporate,2016-05-08,Standard Class,Texas,Binders,0.8,1.0,-19.0,10.0,11.0,-1.73
Furniture,Fort Worth,United States,Dorothy Badders,Sauder,2016-05-06,US-2014-133200,76106.0,"Sauder Mission Library with Doors, Fruitwood Finish",Central,Corporate,2016-05-09,Standard Class,Texas,Bookcases,0.32,1.0,-119.0,7.0,623.0,-0.19
Office Supplies,Charlotte,United States,Mick Brown,Wilson Jones,2016-05-06,CA-2014-144498,28205.0,Wilson Jones Century Plastic Molded Ring Binders,South,Consumer,2016-05-11,Same Day,North Carolina,Binders,0.7,1.0,-53.0,11.0,69.0,-0.77
Technology,Charlotte,United States,Mick Brown,GE,2016-05-06,CA-2014-144498,28205.0,GE 30524EE4,South,Consumer,2016-05-11,Same Day,North Carolina,Phones,0.2,1.0,71.0,4.0,627.0,0.11
Office Supplies,Rancho Cucamonga,United States,Trudy Schmidt,Eureka,2016-05-06,CA-2014-133487,91730.0,Eureka The Boss Cordless Rechargeable Stick Vac,West,Consumer,2016-05-06,Second Class,California,Appliances,0.0,1.0,41.0,3.0,153.0,0.27
Office Supplies,Tucson,United States,Doug Bickford,Xerox,2016-05-06,CA-2014-145779,85705.0,Xerox 1883,West,Consumer,2016-05-06,Standard Class,Arizona,Paper,0.2,1.0,27.0,4.0,84.0,0.32
Technology,Chicago,United States,Jeremy Farry,Kensington,2016-05-06,US-2014-162124,60653.0,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Central,Consumer,2016-05-09,Standard Class,Illinois,Accessories,0.2,1.0,29.0,4.0,192.0,0.15
Furniture,Detroit,United States,Rick Wilson,Hon,2016-05-06,CA-2014-141733,48234.0,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Central,Corporate,2016-05-10,Standard Class,Michigan,Chairs,0.0,1.0,423.0,5.0,1459.0,0.29
Furniture,Detroit,United States,Rick Wilson,SAFCO,2016-05-07,CA-2014-141733,48234.0,Safco Contoured Stacking Chairs,Central,Corporate,2016-05-11,Standard Class,Michigan,Chairs,0.0,1.0,119.0,2.0,477.0,0.25
Office Supplies,Detroit,United States,Rick Wilson,Belkin,2016-05-07,CA-2014-141733,48234.0,Belkin Premiere Surge Master II 8-outlet surge protector,Central,Corporate,2016-05-11,Standard Class,Michigan,Appliances,0.1,1.0,18.0,2.0,87.0,0.21
Technology,Pasadena,United States,Carlos Soltero,Other,2016-05-07,CA-2014-102820,91104.0,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,West,Consumer,2016-05-11,Standard Class,California,Phones,0.2,1.0,52.0,7.0,420.0,0.12
Furniture,Columbus,United States,Maribeth Dona,Global,2016-05-07,CA-2014-149181,43229.0,Global Chrome Stack Chair,East,Consumer,2016-05-12,Standard Class,Ohio,Chairs,0.3,1.0,-2.0,2.0,48.0,-0.04
Technology,Los Angeles,United States,Penelope Sewall,Canon,2016-05-08,CA-2014-133865,90032.0,Canon Imageclass D680 Copier / Fax,West,Home Office,2016-05-11,Standard Class,California,Copiers,0.2,1.0,1050.0,6.0,3360.0,0.31
Furniture,Philadelphia,United States,Don Jones,Global,2016-05-08,CA-2014-156895,19140.0,"Global Armless Task Chair, Royal Blue",East,Corporate,2016-05-12,Standard Class,Pennsylvania,Chairs,0.3,1.0,-24.0,3.0,128.0,-0.19
Office Supplies,San Francisco,United States,Michelle Moray,Fellowes,2016-05-08,US-2014-104451,94110.0,Fellowes Mighty 8 Compact Surge Protector,West,Consumer,2016-05-12,Second Class,California,Appliances,0.0,1.0,23.0,4.0,81.0,0.28
Office Supplies,Jacksonville,United States,Matt Connell,Tyvek,2016-05-08,CA-2014-134810,28540.0,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",South,Corporate,2016-05-12,First Class,North Carolina,Envelopes,0.2,1.0,22.0,3.0,65.0,0.34
Office Supplies,Seattle,United States,Laurel Beltran,GBC,2016-05-09,CA-2014-118199,98105.0,"GBC Velobind Prepunched Cover Sets, Regency Series",West,Home Office,2016-05-10,First Class,Washington,Binders,0.2,1.0,46.0,5.0,148.0,0.31
Office Supplies,Seattle,United States,Laurel Beltran,Other,2016-05-09,CA-2014-118199,98105.0,Home/Office Personal File Carts,West,Home Office,2016-05-10,First Class,Washington,Storage,0.0,1.0,26.0,3.0,104.0,0.25
Furniture,Seattle,United States,Laurel Beltran,Riverside,2016-05-09,CA-2014-118199,98105.0,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",West,Home Office,2016-05-11,First Class,Washington,Tables,0.0,1.0,63.0,1.0,287.0,0.22
Office Supplies,Seattle,United States,Laurel Beltran,Rogers,2016-05-09,CA-2014-118199,98105.0,Rogers Profile Extra Capacity Storage Tub,West,Home Office,2016-05-11,First Class,Washington,Storage,0.0,1.0,3.0,4.0,67.0,0.04
Technology,Seattle,United States,Laurel Beltran,Razer,2016-05-09,CA-2014-118199,98105.0,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,West,Home Office,2016-05-11,First Class,Washington,Accessories,0.0,1.0,88.0,2.0,200.0,0.44
Office Supplies,Seattle,United States,Liz Pelletier,Ampad,2016-05-09,CA-2014-133823,98103.0,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",West,Consumer,2016-05-11,Same Day,Washington,Paper,0.0,1.0,17.0,6.0,37.0,0.46
Office Supplies,Seattle,United States,Liz Pelletier,Avery,2016-05-11,CA-2014-133823,98103.0,Avery 50,West,Consumer,2016-05-11,Same Day,Washington,Labels,0.0,1.0,18.0,3.0,38.0,0.47
Office Supplies,Seattle,United States,Unknown Customer,Acco,2016-05-11,CA-2014-133823,98103.0,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",West,Consumer,2016-05-12,Same Day,Washington,Binders,0.2,1.0,9.0,2.0,26.0,0.35
Office Supplies,Austin,United States,Unknown Customer,SAFCO,2016-05-11,CA-2014-140298,78745.0,Safco Commercial Shelving,Central,Home Office,2016-05-12,Standard Class,Texas,Storage,0.2,1.0,-15.0,2.0,74.0,-0.2
Office Supplies,Austin,United States,Julie Kriz,Xerox,2016-05-11,CA-2014-140298,78745.0,Xerox 1927,Central,Home Office,2016-05-17,Standard Class,Texas,Paper,0.2,1.0,2.0,2.0,7.0,0.29
Furniture,Austin,United States,Julie Kriz,Other,2016-05-11,CA-2014-140298,78745.0,Telescoping Adjustable Floor Lamp,Central,Home Office,2016-05-17,Standard Class,Texas,Furnishings,0.6,1.0,-7.0,1.0,8.0,-0.88
Furniture,Phoenix,United States,Todd Sumrall,Bestar,2016-05-11,US-2014-139647,85023.0,Bestar Classic Bookcase,West,Corporate,2016-05-17,First Class,Arizona,Bookcases,0.7,1.0,-357.0,7.0,210.0,-1.7
Office Supplies,New York City,United States,Unknown Customer,Panasonic,2016-05-11,CA-2014-115322,10024.0,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,East,Consumer,2016-05-17,Second Class,New York,Art,0.0,1.0,13.0,3.0,44.0,0.3
Office Supplies,Houston,United States,Alyssa Crouse,Wilson Jones,2016-05-12,US-2014-158218,77041.0,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Central,Corporate,2016-05-16,Second Class,Texas,Binders,0.8,1.0,-53.0,4.0,34.0,-1.56
Office Supplies,Everett,United States,Chloris Kastensmidt,TOPS,2016-05-12,CA-2014-104577,2149.0,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",East,Consumer,2016-05-15,Standard Class,Massachusetts,Paper,0.0,1.0,42.0,5.0,88.0,0.48
Office Supplies,San Francisco,United States,Charles Sheldon,Other,2016-05-12,CA-2014-117632,94122.0,Compact Automatic Electric Letter Opener,West,Corporate,2016-05-17,Standard Class,California,Supplies,0.0,1.0,5.0,2.0,239.0,0.02
Office Supplies,San Francisco,United States,Charles Sheldon,Hoover,2016-05-12,CA-2014-117632,94122.0,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,West,Corporate,2016-05-19,Standard Class,California,Appliances,0.0,1.0,2.0,1.0,8.0,0.25
Furniture,San Francisco,United States,Charles Sheldon,Lesro,2016-05-12,CA-2014-117632,94122.0,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",West,Corporate,2016-05-18,Standard Class,California,Tables,0.2,1.0,-11.0,5.0,285.0,-0.04
Furniture,Vineland,United States,Unknown Customer,DAX,2016-05-12,CA-2014-122175,8360.0,"DAX Cubicle Frames, 8-1/2 x 11",East,Consumer,2016-05-18,Second Class,New Jersey,Furnishings,0.0,1.0,15.0,5.0,43.0,0.35
Office Supplies,Vineland,United States,Cynthia Arntzen,Smead,2016-05-12,CA-2014-122175,8360.0,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,East,Consumer,2016-05-16,Second Class,New Jersey,Labels,0.0,1.0,3.0,2.0,6.0,0.5
Office Supplies,Vineland,United States,Cynthia Arntzen,Acme,2016-05-12,CA-2014-122175,8360.0,Acme Titanium Bonded Scissors,East,Consumer,2016-05-14,Second Class,New Jersey,Supplies,0.0,1.0,4.0,2.0,17.0,0.24
Office Supplies,Columbus,United States,Unknown Customer,Tyvek,2016-05-13,CA-2014-149048,47201.0,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Central,Corporate,2016-05-14,Standard Class,Indiana,Envelopes,0.0,1.0,81.0,2.0,181.0,0.45
Office Supplies,Columbus,United States,Brian Moss,Ibico,2016-05-13,CA-2014-149048,47201.0,Ibico Hi-Tech Manual Binding System,Central,Corporate,2016-05-20,Standard Class,Indiana,Binders,0.0,1.0,412.0,3.0,915.0,0.45
Technology,Columbus,United States,Brian Moss,Plantronics,2016-05-13,CA-2014-149048,47201.0,Plantronics Calisto P620-M USB Wireless Speakerphone System,Central,Corporate,2016-05-17,Standard Class,Indiana,Phones,0.0,1.0,159.0,3.0,588.0,0.27
Office Supplies,Columbus,United States,Brian Moss,Tennsco,2016-05-13,CA-2014-149048,47201.0,Tennsco 6- and 18-Compartment Lockers,Central,Corporate,2016-05-17,Standard Class,Indiana,Storage,0.0,1.0,95.0,2.0,530.0,0.18
Office Supplies,Newark,United States,Carl Weiss,GBC,2016-05-13,CA-2014-161655,19711.0,GBC Twin Loop Wire Binding Elements,East,Home Office,2016-05-17,Second Class,Delaware,Binders,0.0,1.0,150.0,9.0,300.0,0.5
Furniture,Philadelphia,United States,Mick Hernandez,Office Star,2016-05-13,CA-2014-137785,19140.0,Office Star - Mesh Screen back chair with Vinyl seat,East,Home Office,2016-05-18,Standard Class,Pennsylvania,Chairs,0.3,1.0,-124.0,5.0,458.0,-0.27
Furniture,Santa Ana,United States,Pauline Johnson,Eldon,2016-05-13,CA-2014-143686,92704.0,"Eldon Stackable Tray, Side-Load, Legal, Smoke",West,Consumer,2016-05-18,Same Day,California,Furnishings,0.0,1.0,6.0,2.0,18.0,0.33
Technology,Santa Ana,United States,Pauline Johnson,Razer,2016-05-14,CA-2014-143686,92704.0,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,West,Consumer,2016-05-17,Same Day,California,Accessories,0.0,1.0,602.0,7.0,1400.0,0.43
Office Supplies,Gulfport,United States,Eva Jacobs,Other,2016-05-14,CA-2014-133641,39503.0,Fashion Color Clasp Envelopes,South,Consumer,2016-05-14,Standard Class,Mississippi,Envelopes,0.0,1.0,24.0,9.0,49.0,0.49
Office Supplies,Seattle,United States,Ken Black,Xerox,2016-05-14,CA-2014-129357,98103.0,Xerox 1917,West,Corporate,2016-05-18,Standard Class,Washington,Paper,0.0,1.0,207.0,9.0,440.0,0.47
Furniture,Houston,United States,Greg Tran,Global,2016-05-14,CA-2014-161774,77041.0,Global Commerce Series Low-Back Swivel/Tilt Chairs,Central,Consumer,2016-05-19,First Class,Texas,Chairs,0.3,1.0,-13.0,5.0,899.0,-0.01
